,Query,Cosine Similarity
923,deadly viruses,0.4403336
924,coronavirus italy,0.44032067
925,tickly cough coronavirus,0.4402734
926,intestinal infection,0.44001108
927,bacterial infections,0.43958184
928,get a cold,0.43938148
929,getting rid of a cold,0.43920115
930,superbug,0.4391228
931,diagnosis,0.43896312
932,aids virus,0.4389357
933,runny nose coronavirus,0.4388025
934,covid news,0.43857354
935,covid sore throat,0.4384247
936,fever in toddler,0.43838435
937,opportunistic infection,0.43827957
938,immunology,0.43824854
939,chest cough,0.43776107
940,symptoms pneumonia,0.437682
941,immunization,0.43744832
942,high temperature fever,0.43741316
943,inflammation in the body,0.4373565
944,plague doctor,0.4370406
945,having cold,0.4369583
946,yellow fever vaccine,0.43685192
947,off sick,0.43679947
948,malaria,0.43662256
949,virus going around,0.43656802
950,cough syrup,0.43647683
951,measles,0.43640822
952,when you have a cold,0.43611455
953,viruses and bacteria,0.436088
954,inflammatory arthritis,0.43593186
955,after vomiting,0.4358328
956,scarlet fever rash,0.43563363
957,cold and flu tablets when pregnant,0.43556562
958,mouth infection,0.4354621
959,norovirus news,0.43540666
960,food borne illnesses,0.4353729
961,foods to eat when sick,0.43521798
962,inflammatory bowel disease,0.43517077
963,human viruses,0.43515545
964,coughing fits,0.4350006
965,nora virus,0.4348315
966,39 degrees fever,0.43446
967,antiviral,0.4342581
968,deadly virus,0.433882
969,i have cold,0.43339014
970,autoimmune,0.43309125
971,toddler high fever,0.43304676
972,inflammatory response,0.432879
973,list of diseases,0.43278396
974,is a cold contagious,0.43255022
975,cmv infection,0.43244106
976,where did ebola come from,0.43239132
977,bubonic plague,0.43204147
978,dry hacking cough,0.4318531
979,drama fever,0.43182105
980,covid cold symptoms,0.43172297
981,rubella virus,0.43160906
982,bbc coronavirus,0.43143252
983,schizophrenia,0.43131715
984,gum infection,0.43123192
985,allergic,0.4312066
986,a dry cough,0.43117788
987,sick after eating,0.43103424
988,lingering cough,0.43085885
989,mrsa virus,0.43084684
990,cold or allergies,0.43071818
991,common diseases,0.430717
992,what to eat when sick,0.43050995
993,symptom of fever,0.43039823
994,hay fever eyes,0.4303574
995,symptoms of covid,0.43016523
996,winter vomiting bug,0.43004483
997,39 degree fever,0.43001878
998,severe diarrhea,0.42984462
999,throat,0.42956454
1000,vomitting,0.42950904
1001,signs of infection,0.42940506
1002,covid19 news,0.42911664
1003,what diseases,0.42892948
1004,bloody diarrhea,0.42884326
1005,disease names,0.42878675
1006,medical symptoms,0.42848378
1007,symptoms,0.42825446
1008,phlegm cough covid,0.42765504
1009,covid vaccine near me,0.42736197
1010,ailments,0.42708182
1011,measles outbreak,0.4270101
1012,hay fever symptoms,0.42670923
1013,respiratory diseases,0.42670727
1014,auto immune,0.4264689
1015,what is fever,0.42616934
1016,cold and sore throat,0.42600584
1017,pfizer covid vaccine,0.42585716
1018,herpes outbreak,0.42557433
1019,what causes ebola,0.4254051
1020,keep coughing,0.42527792
1021,norovirus uk,0.42502284
1022,viral meningitis,0.4247926
1023,how is ebola spread,0.4247154
1024,coronavirus news,0.42461783
1025,symptoms list,0.42453137
1026,i have diarrhea,0.42438668
1027,measles virus,0.42435494
1028,get rid of a cold,0.42415738
1029,allergy cough,0.42402002
1030,best hay fever medicine,0.42392606
1031,covid fatigue,0.42388076
1032,covid19 cases,0.42355502
1033,inflamed,0.42354816
1034,communicable disease,0.42348462
1035,hay fever treatments,0.42311367
1036,my baby has a cold,0.4230053
1037,e coli symptoms,0.42297447
1038,catching a cold,0.4228753
1039,infection game,0.42265832
1040,medical diseases,0.4225734
1041,sore throat virus,0.42246753
1042,stomach bug,0.42207548
1043,lower respiratory infection,0.42205817
1044,strep pneumonia,0.42190003
1045,icu,0.42186296
1046,nausea and diarrhea,0.42175102
1047,mayo clinic symptoms,0.4214719
1048,infected chicken pox,0.42139983
1049,fever during pregnancy,0.42136824
1050,fever at night,0.421286
1051,mucus and runny nose difficult to spell condition,0.42128325
1052,mono virus,0.4212463
1053,baby with a cold,0.42123204
1054,walking pneumonia,0.42112243
1055,hay fever treatment,0.4210878
1056,gum disease,0.42097348
1057,diarrhea for a week,0.42091104
1058,hay fever cures,0.42076033
1059,fever in babies,0.42065084
1060,cure,0.4206258
1061,hay fever in babies,0.4206215
1062,bronchial infection,0.4205793
1063,virus facts,0.42041868
1064,constant coughing,0.42038378
1065,bieber fever,0.42025495
1066,lung infection,0.42019153
1067,colic symptoms,0.4198635
1068,brain infection,0.419612
1069,baby colic,0.41959542
1070,colon diseases,0.4192844
1071,crohns disease,0.41895634
1072,rota virus,0.4187359
1073,ssri,0.41870487
1074,measles epidemic,0.41862804
1075,atypical pneumonia,0.41862458
1076,fever in pregnancy,0.41839653
1077,cold cough,0.41835868
1078,nasal drip,0.41818666
1079,norovirus without vomiting,0.4180473
1080,immunologist,0.4179067
1081,bacteria infection,0.4177281
1082,autoimmunity,0.41768605
1083,sore throat and runny nose,0.41768432
1084,health,0.41762066
1085,concussion,0.41750905
1086,fever in toddlers,0.41722572
1087,cancer,0.4172091
1088,fever ray,0.41711205
1089,mrsa contagious,0.4168523
1090,viral infection symptoms,0.41678852
1091,medical conditions,0.41676676
1092,community acquired pneumonia,0.4164667
1093,my symptoms,0.41633928
1094,symptoms for,0.41630703
1095,diarrhoea,0.41626272
1096,runny nose and eyes,0.4158104
1097,i have a cold,0.4157852
1098,feeling nausea,0.41578072
1099,nhs covid vaccination,0.4157754
1100,virus going around uk,0.4156484
1101,viral encephalitis,0.41553175
1102,cold or covid,0.4154172
1103,black diarrhea,0.41534436
1104,depression,0.4152277
1105,sinus infection,0.4151538
1106,herpes virus,0.4150244
1107,are colds contagious,0.41501993
1108,colic,0.4148432
1109,symptoms of fever,0.414822
1110,water infection,0.4144439
1111,coronavirus rash,0.41436553
1112,watery diarrhea,0.41427624
1113,pneumonia shot,0.41416422
1114,marburg virus,0.4139765
1115,the measles,0.41391447
1116,dry cough,0.41383922
1117,get over a cold,0.41379052
1118,throat infections,0.41374615
1119,hay fever remedy,0.4136682
1120,chicken pox,0.41365913
1121,winter vomitting,0.41363046
1122,yellow diarrhea,0.4136104
1123,coronavirus sore throat,0.41357404
1124,you sick,0.41354543
1125,shingles virus,0.413536
1126,sneezing cold,0.4135322
1127,tuberculosis,0.4132996
1128,shingles,0.41326344
1129,covid vaccine uk,0.41325977
1130,hospital acquired infections,0.41325277
1131,hemorrhagic fever,0.41321272
1132,coronavirus headache,0.41313896
1133,fever remedies,0.41307002
1134,headache and chills,0.41305643
1135,coronavirus pink eye,0.41303438
1136,encephalitis,0.412935
1137,cure a cold,0.4128797
1138,most deadly virus,0.41287267
1139,i feel unwell,0.41249147
1140,fever meaning,0.41248152
1141,immunisations,0.41239542
1142,teething fever,0.41223896
1143,weird diseases,0.41209045
1144,ill,0.41198397
1145,antiinflammatory foods,0.41191486
1146,mental illness,0.4117546
1147,chronic diarrhea,0.4117117
1148,sepsis,0.41133773
1149,bbc news coronavirus,0.41122139
1150,chesty cough,0.4111631
1151,eye infection,0.41108906
1152,chicken pox shingles,0.41107613
1153,chills and body aches,0.4109662
1154,can you develop hay fever,0.41095302
1155,is scarlet fever contagious,0.41068605
1156,fungal pneumonia,0.41041836
1157,high fever in adults,0.4103732
1158,how to reduce a fever,0.41034988
1159,pneumonia injection,0.410285
1160,high fever in children,0.41022485
1161,yellow vomit,0.41019684
1162,nhs norovirus,0.40972745
1163,migrain,0.40957928
1164,holiday depression,0.40935153
1165,infant cough,0.40933505
1166,febrile illness,0.40897754
1167,mad cow disease,0.40896606
1168,colic calm,0.40894002
1169,travelers diarrhea,0.40889287
1170,a cold sore,0.4086244
1171,dog sick,0.40842265
1172,coronavirus london,0.4084128
1173,all symptoms,0.40837938
1174,strep throat contagious,0.40833163
1175,mayo health,0.408195
1176,rift valley fever,0.4076763
1177,coughing blood,0.4076569
1178,chest infection contagious,0.4076125
1179,chain of infection,0.40761092
1180,morning sickness cures,0.40757805
1181,african sleeping sickness,0.4073987
1182,coronavirus nhs,0.40718374
1183,go to hospital,0.40712497
1184,typhoid,0.40705764
1185,mouth infections,0.4070007
1186,hay fever symptom,0.40688294
1187,respiratory disease,0.40682894
1188,persistent cough,0.40681243
1189,scarlet fever pictures,0.40663922
1190,cough runny nose,0.4065633
1191,is bronchitis contagious,0.4064554
1192,lupus,0.4064409
1193,inflamed colon,0.40642047
1194,ailment,0.4063875
1195,covid booster jab,0.40631256
1196,honey for cough,0.40630245
1197,disease game,0.40609694
1198,mono disease,0.40607935
1199,gastrointestinal diseases,0.40607455
1200,tonsillitis contagious,0.40592593
1201,mucus,0.40591985
1202,chicken pox start,0.40589097
1203,fluoride poisoning,0.40580904
1204,clostridium difficile colitis,0.40566424
1205,best thing for a cold,0.40565032
1206,is sinusitis contagious,0.4055847
1207,is sneezing coronavirus,0.4055801
1208,i keep coughing,0.40532744
1209,the symptoms,0.4052933
1210,foodborne illness,0.4052875
1211,high temp fever,0.4052334
1212,hay fever in pregnancy,0.40521646
1213,morning sickness relief,0.4051506
1214,what is a fever,0.40508008
1215,cough for 2 weeks,0.40495098
1216,aspiration pneumonia,0.40486512
1217,catch a cold,0.4044996
1218,non stop coughing,0.40432826
1219,is sneezing a covid symptom,0.40427014
1220,when is a cold contagious,0.40416884
1221,covid symptoms headache,0.404145
1222,diagnosed with,0.40404207
1223,new viruses,0.4039992
1224,ache,0.4039221
1225,colitis symptoms,0.40373135
1226,virus vs bacteria,0.40359783
1227,roto virus,0.40335143
1228,is croup contagious,0.40335056
1229,penicillin,0.40330714
1230,covid cough symptoms,0.40323007
1231,body temperature fever,0.40317297
1232,symptoms scarlet fever,0.40270036
1233,norovirus airborne,0.40263328
1234,smallpox vaccine,0.4025917
1235,sickness during pregnancy,0.40257382
1236,antivirals,0.4024747
1237,migrane,0.40247273
1238,have diarrhea,0.4023611
1239,symptoms of a cold,0.40232366
1240,bad throat,0.40224588
1241,constant nausea,0.4022331
1242,is a runny nose a symptom of covid,0.40212905
1243,shingles contagious,0.40196934
1244,scarlet fever adults,0.40193564
1245,fever dream,0.40173006
1246,boiler flue,0.40163144
1247,respiratory depression,0.40161023
1248,medicine for hay fever,0.40145922
1249,scarlet fever pregnancy,0.40138617
1250,5th disease,0.40137804
1251,anti inflammatory herbs,0.40128732
1252,symptoms of a fever,0.40119886
1253,thyroid storm,0.40112385
1254,world health,0.4011153
1255,interstitial pneumonia,0.40102965
1256,sinus infections,0.40101558
1257,heavy cold,0.40098298
1258,to cure,0.40095085
1259,nauseous,0.40078366
1260,sneeze,0.4007352
1261,norovirus spread,0.40069246
1262,covid19 today,0.40062267
1263,yellow fever vaccination,0.4005063
1264,feed a fever starve a cold,0.4003149
1265,scarlet fever incubation,0.4002554
1266,epstein barr virus,0.40025362
1267,sick sinus syndrome,0.40022057
1268,Coronavirus disease 2019,0.40019172
1269,symptom of hay fever,0.4001695
1270,fifth disease,0.39984465
1271,stomach diseases,0.39983577
1272,fever in infants,0.39977098
1273,chronic diseases,0.39959276
1274,is runny nose a symptom of covid,0.3995058
1275,unwell crossword clue,0.39949358
1276,antibodies,0.39929724
1277,autoimmune diseases,0.39876276
1278,guinea worm disease,0.39875254
1279,lung infections,0.39863688
1280,aids epidemic,0.39862218
1281,covid cases,0.39852437
1282,is meningitis contagious,0.3983394
1283,a rash,0.3980738
1284,coughing up yellow mucus,0.398069
1285,symptoms diagnosis,0.39806145
1286,diabetes and,0.39803433
1287,vaccinations,0.39802766
1288,wheezing cough,0.3979768
1289,your health,0.39794236
1290,headache and nausea,0.39791954
1291,asthmatic bronchitis,0.39789957
1292,bloody mucus,0.39782077
1293,herpes,0.39765733
1294,stomach virus symptoms,0.39762586
1295,coronavirus uk,0.39761192
1296,scarlett fever,0.39754015
1297,coughing up mucus,0.39752173
1298,symtoms,0.39748585
1299,jaundice,0.39746654
1300,green diarrhea,0.39745432
1301,body aches,0.39735913
1302,sepsis 6,0.39722788
1303,the bubonic plague,0.39722764
1304,rheumatic diseases,0.39722624
1305,deadliest virus,0.39710623
1306,bursitis,0.39705506
1307,covid booster vaccine,0.39698765
1308,diagnosis from symptoms,0.39692426
1309,is 38 fever,0.39688146
1310,i have tonsillitis,0.39676535
1311,what is cholera,0.39674753
1312,sneezing and coughing,0.39661604
1313,respiratory problems,0.3965741
1314,really bad cough,0.3965525
1315,liquid diarrhea,0.39648747
1316,anti inflammatory foods,0.39622697
1317,projectile vomiting,0.39601672
1318,the mayo clinic,0.39593977
1319,brown mucus,0.39585155
1320,rheumatic fever symptoms,0.39583853
1321,black vomit,0.3957671
1322,baby diarrhea,0.3957218
1323,signs of pneumonia,0.39537716
1324,agitated depression,0.39533824
1325,cough headache,0.39533383
1326,coronavirus latest,0.3952689
1327,salmonella poisoning,0.39523846
1328,nhs covid19,0.3951644
1329,stop vomiting,0.39513084
1330,cough medicine,0.3951123
1331,constant cough,0.3950296
1332,vomiting bug symptoms,0.39498523
1333,anti inflammatory drugs,0.39489597
1334,chesty coughs,0.39479285
1335,winter vomiting bug symptoms,0.3947901
1336,what is inflammation,0.39473546
1337,autoimmune disease,0.39471924
1338,pregnant with a cold,0.3946079
1339,west nile virus,0.39454252
1340,after diarrhea,0.39449495
1341,where is ebola,0.39441526
1342,chest infection,0.39420843
1343,check symptoms,0.3941638
1344,cure cough,0.39405653
1345,covid antivirals,0.393936
1346,allergy,0.393788
1347,plague inc fungus,0.39371997
1348,how to get rid of a fever,0.39363742
1349,runny nose covid symptom,0.3935666
1350,norovirus immunity,0.39351144
1351,for cough,0.39334196
1352,runny nose,0.39329118
1353,stop coughing,0.3929729
1354,scarlet fever and pregnancy,0.3929357
1355,define pneumonia,0.39292577
1356,antibody,0.3928936
1357,coronavirus signs,0.39278188
1358,medical alert,0.392695
1359,scarlet fever rash pictures,0.3925426
1360,allergies,0.39237455
1361,covid while pregnant,0.39217412
1362,best medicine for hay fever,0.39213252
1363,covid19 deaths,0.39202768
1364,bronchiolitis contagious,0.39192435
1365,coronavirus who,0.39184707
1366,covid chills,0.39173737
1367,severe depression,0.39166975
1368,non communicable diseases,0.39161217
1369,german measles,0.39154947
1370,anti nausea,0.39153486
1371,baby coughing,0.39144182
1372,allergy season,0.39131287
1373,ischemic colitis,0.39093894
1374,when are colds contagious,0.390904
1375,lymphoedema,0.39069027
1376,corona cough,0.39068592
1377,whipple disease,0.39068335
1378,healthcare,0.39042366
1379,nhs chicken pox,0.39022818
1380,nausea and fatigue,0.3901827
1381,2 diabetes,0.3894613
1382,rare diseases,0.3893621
1383,chicken pox vaccine,0.38926327
1384,arthritis uk,0.38880256
1385,covid deaths today,0.38859063
1386,cold sore,0.38825667
1387,quickest way to get rid of a cold,0.38809
1388,anti sickness tablets,0.38805872
1389,best way to get rid of a cold,0.3880179
1390,covid cough sound,0.38799995
1391,acute bronchitis,0.3879943
1392,cold for 3 weeks,0.38791713
1393,whooping cough vaccine,0.38787913
1394,msg allergy,0.3877499
1395,nasal congestion,0.38770142
1396,covid symptoms sore throat,0.38746244
1397,sexual diseases,0.38726178
1398,blood infection,0.3871776
1399,diseases caused by bacteria,0.38709557
1400,codeine cough,0.38704497
1401,upper respiratory infection symptoms,0.38699043
1402,painful cough,0.38693374
1403,inflammation diet,0.38686925
1404,fluoride treatment,0.38678366
1405,vaccine deaths,0.38665548
1406,viral chest infection,0.38626695
1407,pneumonia treatment,0.3862101
1408,norovirus infection,0.3861729
1409,anti inflammation diet,0.3860698
1410,pneumonic plague,0.38603356
1411,heart infection,0.3859036
1412,best cure for a cold,0.38581893
1413,colicky,0.3858063
1414,antibiotics,0.38557076
1415,mucous,0.3854099
1416,flue pipe,0.38523784
1417,plasmodium,0.38521045
1418,coming depression,0.38511455
1419,fastest way to get rid of a cold,0.38503665
1420,bacterial meningitis,0.38460407
1421,childhood diseases,0.38459644
1422,sinus disease,0.3845216
1423,vaccine schedule,0.38451824
1424,fever song,0.38443998
1425,shingles jab,0.38437298
1426,coronavirus live,0.38436574
1427,bug symptoms,0.38431913
1428,eye infections,0.3842984
1429,zoonotic diseases,0.38416678
1430,hepatitis c,0.38415575
1431,scarlet fever tongue,0.3841341
