,Query,Cosine Similarity
860,bulimic symptoms,0.43843156
861,chills no fever,0.43839192
862,nauseas,0.43810102
863,signs of strep throat,0.43805516
864,sinus headache symptoms,0.43804997
865,symptoms of measles in adults,0.43767574
866,hepatitis a symptoms,0.4373085
867,bacterial vaginosis symptoms,0.43713027
868,symptoms of uti,0.43666825
869,boots flu jab 2020,0.43628752
870,symptoms of candida,0.4355657
871,hay fever rash,0.43550295
872,symptoms of migraine,0.43535003
873,early symptoms of hiv,0.4353265
874,wheat allergy symptoms,0.4353192
875,herpes symptoms,0.43528312
876,lloyds pharmacy flu jab,0.43524206
877,sickness bugs,0.4351586
878,swine flu vaccination,0.43487597
879,symptoms of a uti,0.43480676
880,aids symptoms in men,0.4347726
881,symptoms of aspergers,0.4344563
882,cough and headache,0.4342813
883,neurological symptoms,0.43406385
884,h3n8 bird flu,0.43396157
885,how long does stomach flu last,0.43368393
886,fever headache,0.4334597
887,chills without fever,0.43329847
888,inflammatory breast cancer symptoms,0.43315563
889,bacterial vagi symptoms,0.4331193
890,illness,0.43307525
891,chronic fatigue symptoms,0.43286788
892,oral herpes symptoms,0.43285447
893,symptoms of syphilis,0.43278757
894,vaginal infection symptoms,0.43266705
895,symptom of,0.43246782
896,meningitis symptoms in children,0.43206045
897,24 hour sickness bug,0.43202344
898,symptoms of yeast infection,0.43172565
899,hepatitis c symptoms,0.43171343
900,constipation symptoms,0.43158805
901,multiple sclerosis symptoms,0.43153447
902,symptoms of tuberculosis,0.43123093
903,fluu,0.4311599
904,signs and symptoms of depression,0.43086576
905,bv symptoms,0.43082985
906,symptoms of pelvic inflammatory disease,0.4307627
907,viral cold,0.4306737
908,signs of measles,0.43049863
909,syphilis symptoms,0.43048978
910,c diff symptoms,0.43032193
911,chest infection symptoms,0.43030417
912,irritable bowel syndrome symptoms,0.43024427
913,symptoms of bacterial vaginosis,0.43010065
914,symptoms of whooping cough in adults,0.43001574
915,dog symptoms,0.42968765
916,symptoms of cirrhosis,0.42966437
917,symptoms of bulimia,0.4296177
918,migraines symptoms,0.42956805
919,symptoms of swine,0.4292897
920,can you take cold and flu when pregnant,0.42906192
921,migraine symptoms,0.42890579
922,diarrhea and vomiting,0.42873883
923,bird flu 2023,0.42863774
924,hangover symptoms,0.42855126
925,bulimia symptoms,0.4284268
926,symptoms of sepsis,0.42833406
927,symptoms of stds,0.42824674
928,symptoms of hepatitis a,0.42813444
929,autism symptoms,0.4278913
930,jaundice symptoms,0.42752004
931,symptoms of stress,0.42749602
932,impetigo symptoms,0.4271523
933,symptoms of als,0.42701575
934,pink eye symptoms,0.42693546
935,symptoms of irritable bowel syndrome,0.42687505
936,fever sore throat,0.42686135
937,symptoms of smallpox,0.4266854
938,stds symptoms,0.42653525
939,winter vomiting virus,0.42650583
940,dogs symptoms,0.42629367
941,symptoms of hepatitis c,0.4262592
942,symptom,0.4259628
943,sepsis symptoms,0.4257459
944,fever rash,0.42517298
945,symptoms of concussion,0.4248386
946,swine flu antiviral,0.4247377
947,hay fever allergy,0.42457488
948,symptoms of mrsa,0.42441165
949,cough and sore throat,0.42433518
950,als symptoms,0.42425555
951,symptoms of cancer,0.42421788
952,post viral fatigue,0.42418298
953,chlamydia symptoms,0.42407393
954,signs of kidney infection,0.42374772
955,cancer symptoms,0.4236034
956,symptoms of herpes,0.423554
957,lymphedema symptoms,0.42353505
958,root canal symptoms,0.4234194
959,symptoms of chlamydia,0.42331272
960,bird flu 2022,0.42285556
961,ebola disease,0.42274937
962,symptoms of type 1 diabetes,0.42270243
963,lymphoma symptoms in women,0.42264864
964,signs and symptoms of diabetes,0.4225556
965,sarcoidosis symptoms,0.42252654
966,cold and sore throat,0.42251712
967,symptoms of a migraine,0.42239183
968,symptoms of std,0.42232108
969,bird flu vaccine,0.42230678
970,epstein barr virus symptoms,0.42182606
971,scurvy symptoms,0.421818
972,symptoms of chest infection,0.42179424
973,bipolar symptoms,0.4216225
974,benylin 4 flu tablets,0.42144412
975,signs of depression,0.4213723
976,rsd symptoms,0.42121446
977,colon cancer symptoms,0.42115906
978,viral fatigue,0.42115843
979,fever in child,0.4209007
980,covid and sneezing,0.42056182
981,kidney disease symptoms,0.42053276
982,eat when sick,0.42049667
983,tumor symptoms,0.4199894
984,ebola virus disease,0.4199835
985,anemic symptoms,0.41996217
986,measles symptoms in adults,0.41995978
987,pms symptoms,0.4199436
988,tesco pharmacy flu jab,0.41979945
989,chilblains symptoms,0.41919518
990,celiac disease symptoms in adults,0.41892713
991,symptoms of a yeast infection,0.41862455
992,coronavirus sneezing,0.41860095
993,symptoms of type 2 diabetes,0.41857678
994,sore throat and covid,0.41857314
995,runny nose and eyes,0.41850352
996,std symptoms,0.418337
997,symptoms of colon cancer,0.41831195
998,really bad cold,0.41828084
999,signs of hiv,0.41808024
1000,spleen symptoms,0.41807485
1001,symptoms of autism,0.41791105
1002,diarrhea,0.41756898
1003,symptoms of a concussion,0.41748542
1004,virus ebola,0.41654828
1005,signs of chickenpox,0.41654313
1006,symptoms of glandular fever,0.41629255
1007,fever in toddler,0.41585296
1008,feeling nauseous all the time,0.41555595
1009,symptoms of hiv in women,0.4155522
1010,manic depression symptoms,0.41524836
1011,fever in children,0.41518512
1012,is sore throat a symptom of covid,0.41495952
1013,signs of a kidney infection,0.41494584
1014,symptoms of tb,0.41494155
1015,is a sore throat a symptom of covid,0.41461012
1016,hiv aids symptoms,0.4144673
1017,symptoms of bipolar disorder,0.4144647
1018,severe morning sickness,0.4144259
1019,feel nauseous all the time,0.41433066
1020,symptoms of pms,0.41431284
1021,bed bug symptoms,0.4142803
1022,signs of lupus,0.41419592
1023,rabbit fever,0.41371295
1024,vomiting,0.41366267
1025,gastritis symptoms,0.41356325
1026,hepatitis b symptoms,0.41341367
1027,signs of schizophrenia,0.41319183
1028,staph infection symptoms,0.41311562
1029,symptoms of hepatitis b,0.413006
1030,viral cough,0.41300237
1031,mrsa symptoms,0.41289532
1032,child with fever,0.4127883
1033,low grade fever,0.4126661
1034,headache and sore throat,0.41249785
1035,covid and runny nose,0.41246173
1036,what are symptoms of diabetes,0.41225263
1037,symptoms of constipation,0.4121362
1038,coughing,0.41192228
1039,symptoms for bowel cancer,0.41174498
1040,what are the symptoms of diabetes,0.41156307
1041,bad cold,0.41150093
1042,symptoms of gastritis,0.41149944
1043,sneezing cold,0.41128278
1044,conjunctivitis symptoms,0.4112672
1045,bird flu restrictions,0.41091448
1046,symtoms,0.41079414
1047,glandular fever symptoms,0.41076863
1048,get rid of fever,0.41066518
1049,40 fever,0.41058525
1050,symptons,0.41046813
1051,first signs of chickenpox,0.4103784
1052,rheumatic fever,0.41033906
1053,is a sore throat a covid symptom,0.41006246
1054,winter sickness,0.41003788
1055,migraine headache symptoms,0.4100297
1056,epstein barr symptoms,0.40998375
1057,when you have a fever,0.40985253
1058,cavity symptoms,0.40984684
1059,i feel unwell,0.4097436
1060,milk allergy symptoms,0.4096555
1061,gout symptoms,0.40955895
1062,symptoms of bipolar,0.40946266
1063,stop sickness,0.40945506
1064,cold contagious,0.40922856
1065,anaphylactic shock symptoms,0.4090749
1066,bells palsy symptoms,0.40889323
1067,mild concussion symptoms,0.40885618
1068,having a cold,0.4087198
1069,symptoms of oral cancer,0.4087177
1070,oral cancer symptoms,0.40828702
1071,nauseous and dizzy,0.40824097
1072,thrush symptoms,0.40812328
1073,nauseous and tired,0.4080826
1074,kidney symptoms,0.4079685
1075,symptoms of kidney disease,0.40766522
1076,symptoms of sad,0.4076502
1077,sick after eating,0.4076465
1078,fever while pregnant,0.40752476
1079,high temperature symptoms,0.40748885
1080,pneumonia contagious,0.40745735
1081,tendonitis symptoms,0.40743935
1082,fibroids symptoms,0.40712976
1083,symptoms of lung cancer,0.40710077
1084,signs of mental illness,0.40706313
1085,child fever,0.40669912
1086,jet lag symptoms,0.40609986
1087,botulism symptoms,0.40581208
1088,early hiv symptoms,0.40580687
1089,fever in adults,0.4056468
1090,type 1 diabetes symptoms,0.40562806
1091,symptoms of gout,0.4054162
1092,feeling dizzy and nauseous,0.4053843
1093,bipolar disorder symptoms,0.40493244
1094,pneumonia,0.40466708
1095,symptoms of leukemia,0.4046536
1096,constant nausea,0.4044949
1097,corona symptoms,0.40434206
1098,tension headache symptoms,0.4042855
1099,what does arthritis feel like,0.4041637
1100,symptoms of a chest infection,0.40404788
1101,body aches,0.4037639
1102,sickness and,0.40367717
1103,bed bugs symptoms,0.40321636
1104,leukemia symptoms,0.40320203
1105,getting a cold,0.40311414
1106,collapsed lung symptoms,0.40306395
1107,diabetes type 2 symptoms,0.40300733
1108,unwell,0.40298244
1109,ebola virus facts,0.40291196
1110,sinus infection contagious,0.40283483
1111,ebola outbreak,0.4026453
1112,a fever,0.40250337
1113,hiv symptoms in women,0.40249562
1114,tss symptoms,0.40234113
1115,toddler fever,0.40216613
1116,symptoms of pink eye,0.40206403
1117,ebola epidemic,0.4020504
1118,symptoms of conjunctivitis,0.40191567
1119,symptoms of kennel cough,0.4018318
1120,scleroderma symptoms,0.40175253
1121,lactose intolerant symptoms,0.4017101
1122,signs of lymphoma,0.40132654
1123,intolerance symptoms,0.4011233
1124,nausea headache fatigue,0.40108657
1125,chronic nausea,0.4009533
1126,ebola crisis,0.4009109
1127,early signs of chickenpox,0.40069696
1128,fever series,0.40048417
1129,symptoms of parvo,0.40024954
1130,symptoms of pancreatitis,0.40015742
1131,symptoms of ms in women,0.4000666
1132,first signs of hiv,0.40004802
1133,had a cold for 3 weeks,0.40003523
1134,fever in toddlers,0.3998999
1135,39 fever,0.39987957
1136,symptoms of bowel cancer,0.39972436
1137,cellulitis symptoms,0.39968273
1138,eczema symptoms,0.39964563
1139,food allergy symptoms,0.39956734
1140,symptoms of hiv in men,0.39927453
1141,dizziness and nausea,0.39926976
1142,coronavirus signs,0.3991447
1143,web md symptoms,0.3988949
1144,lung cancer symptoms,0.39853162
1145,symptoms of tss,0.39848217
1146,sneezing and coughing,0.39802262
1147,yellow fever,0.39771414
1148,appendix symptoms,0.3976724
1149,soy allergy symptoms,0.39730775
1150,signs of diabetes,0.39724293
1151,exhaustion symptoms,0.39717996
1152,sinusitis contagious,0.39674297
1153,ankylosing spondylitis symptoms,0.3966352
1154,kennel cough symptoms,0.39647275
1155,food allergies symptoms,0.39641714
1156,webmd symptom,0.39618528
1157,low sodium symptoms,0.39590967
1158,add symptoms in children,0.39588052
1159,symptoms of food allergies,0.395719
1160,hay fever in babies,0.39552367
1161,winter sickness bug,0.395294
1162,chrons disease symptoms,0.39521354
1163,viral pneumonia,0.39518
1164,pneumonia vaccine side effects,0.39508015
1165,symptoms of diverticulitis,0.39499858
1166,glaucoma symptoms,0.39487496
1167,costochondritis symptoms,0.39481267
1168,start of a cold,0.3947316
1169,throat cancer symptoms,0.39471498
1170,symptoms of fibroids,0.3945969
1171,interstitial cystitis symptoms,0.39446518
1172,symptoms of b12 deficiency,0.3944245
1173,symptoms of dementia,0.3944231
1174,toddler high fever,0.39393133
1175,ear infection symptoms,0.39382452
1176,hay fever season,0.39366984
1177,liver disease symptoms,0.3928342
1178,tick fever,0.39272732
1179,hep c symptoms,0.39264143
1180,can you develop hay fever,0.39263645
1181,withdrawal symptoms,0.39262798
1182,latex allergy symptoms,0.39258325
1183,male yeast infection symptoms,0.39222443
1184,ms symptoms in women,0.3921814
1185,liver symptoms,0.39214963
1186,what are the symptoms of bowel cancer,0.39209837
1187,contagious diseases,0.39209196
1188,symptoms of liver disease,0.39206392
1189,cough virus,0.39194408
1190,diabetes signs,0.39168876
1191,fever and pregnancy,0.39161503
1192,symptoms of panic attacks,0.3913247
1193,symptoms of add,0.39099944
1194,tooth abscess symptoms,0.39090115
1195,serum sickness,0.39084864
1196,signs of yeast infection,0.39071313
1197,cold and flu tablets when pregnant,0.39058587
1198,headache runny nose,0.3902962
1199,watery diarrhea,0.39026302
1200,headaches and nosebleeds,0.39007473
1201,mayo clinic symptom checker,0.3898698
1202,runny nose with covid,0.38963532
1203,hay fever relief,0.38927075
1204,infant fever,0.38912052
1205,signs of chest infection,0.38898522
1206,croup contagious,0.38879925
1207,symptoms of thrush,0.38879836
1208,covid vaccine side effects,0.38823694
1209,symptoms of tapeworm,0.38793778
1210,kidney problem symptoms,0.3879346
1211,protein deficiency symptoms,0.38785836
1212,pregnancy symptoms before missed period,0.38770005
1213,ebola,0.3876485
1214,chest cold symptoms,0.38750482
1215,symptoms of pid,0.3874355
1216,hiv symptoms in men,0.38742745
1217,warning signs of diabetes,0.3872544
1218,bronchitis contagious,0.38724342
1219,signs of a uti,0.3872103
1220,cat allergy symptoms,0.38698617
1221,symptoms of muscular dystrophy,0.38653415
1222,when you have a cold,0.3863202
1223,mumps symptoms,0.38602293
1224,cold virus,0.38599113
1225,sneezing runny nose,0.3859111
1226,be unwell,0.3858673
1227,runny nose sore throat,0.3858655
1228,ms symptoms early,0.38583496
1229,aspergers symptoms in adults,0.38581207
1230,symtoms of ms,0.3854113
1231,add symptoms in adults,0.38522708
1232,i feel nauseous,0.38511527
1233,what is hay fever,0.38510752
1234,symptoms of panic attack,0.3850757
1235,about ebola,0.38502494
1236,is sick,0.38499427
1237,diverticulitis symptoms,0.38476348
1238,menopausal symptoms,0.38469526
1239,mold symptoms,0.38461837
1240,light headed and nauseous,0.38445568
1241,severe cold,0.38426858
1242,pid symptoms,0.3842485
1243,asthma symptoms in adults,0.38417056
1244,symptoms of throat cancer,0.3841632
1245,hay fever pregnancy,0.3839717
1246,vaccine side effects,0.38392872
1247,dog fever,0.38374978
1248,lactose intolerance symptoms,0.38360536
1249,bowel obstruction symptoms,0.38360015
1250,b12 deficiency symptoms,0.3835585
1251,baby fever,0.38345516
1252,conception symptoms,0.38345054
1253,symptoms of diabetes in women,0.38342768
1254,chrones disease symptoms,0.3833946
1255,hand foot and mouth disease symptoms,0.38336957
1256,tia symptoms,0.38318008
1257,vomiting diarrhea,0.3829733
1258,bi polar symptoms,0.38289127
1259,symptoms of rabies,0.3828793
1260,medical symptons,0.38275105
1261,fever cause,0.38271463
1262,shoulder pain symptoms,0.38261515
1263,is a cold contagious,0.38246197
1264,rabies symptoms,0.38210076
1265,sneezing covid,0.38209334
1266,symptoms of glaucoma,0.38190252
1267,lung cancer symptoms and signs,0.38185936
1268,hives symptoms,0.38179296
1269,tapeworm symptoms,0.38171965
1270,coughing up,0.3816705
1271,after pneumonia,0.38162956
1272,symptoms of mumps,0.38155997
1273,high fever in children,0.38154095
1274,nauseous,0.38147599
1275,symptoms of lactose intolerance,0.3813364
1276,dog allergy symptoms,0.38127685
1277,stages of a cold,0.38119712
1278,have a cold,0.38090754
1279,defra bird flu map,0.38074225
1280,menstrual cycle symptoms,0.38054782
1281,cluster headaches symptoms,0.3804524
1282,tmj symptoms,0.38033718
1283,colon cancer symptoms in women,0.37986642
1284,rotator cuff symptoms,0.37973145
1285,baby being sick,0.37971205
1286,poor circulation symptoms,0.37949994
1287,swine fever,0.37947917
1288,signs of herpes,0.37947333
1289,38 degrees fever,0.37945357
1290,airborne virus,0.37904587
1291,emphysema symptoms,0.37895334
1292,symptoms of chlamydia in men,0.37878227
1293,fever adults,0.37869915
1294,cirrhosis of the liver symptoms,0.37862712
1295,myasthenia gravis symptoms,0.3786065
1296,get rid of a cold,0.37850046
1297,cholera,0.37848088
1298,symptoms of colon cancer in women,0.37844923
1299,cough runny nose,0.3784219
1300,ebola facts,0.37840492
1301,symptoms of parkinsons,0.37824923
1302,symptoms of a panic attack,0.37815553
1303,fever in babies,0.37811708
1304,anthrax symptoms,0.37774172
1305,fever at night,0.3776576
1306,fatigue and headache,0.37758222
1307,scarlet fever contagious,0.37756127
1308,zinc deficiency symptoms,0.37751117
1309,signs of bulimia,0.37736154
1310,symptoms of kidney problems,0.37729004
1311,mouth cancer symptoms,0.37726873
1312,diabetic symptoms,0.3770672
1313,watery runny nose,0.37691373
1314,food poisoning symptoms,0.37687227
1315,symptoms of depression in women,0.37683323
1316,signs of aspergers,0.37680262
1317,pre diabetes symptoms,0.37665233
1318,anime fever,0.37645465
1319,psoriatic arthritis symptoms,0.37644148
1320,symptoms of diabetes in children,0.37637794
1321,signs of lactose intolerance,0.37632897
